142,2,5,1,1,2,2,,ghenghis khan,outback,applebee's,,,2,2,2,3,2,1,1,1,,,1,3,1,2,0,0,1,2,3,2,2,,,,,,,6,,,,,,,,,,,,,,1,,,,,,,8,,,,,,,,,,,2,1,2,3,4,,,
144,2,2,1,1,1,6,,Angelo's,Applebee's,Outback,China Taste,Subway,2,1,1,1,1,1,1,2,1,,1,3,2,2,,,,1,2,2,1,,,,,,,6,,,,,,,,,,,,,my children are 36  & 39,1,,3,,,,,,,,,,,14,,16,,,3,1,,3,,5,,
148,2,1,4,2,1,3,,family secrets,,,,,1,2,1,5,1,3,3,3,5,,2,2,2,2,1,,,3,1,3,2,,,,3,,,,7,,,,,,,6,,,9,,,,,,,,,,,9,,,,,,,,,,1,,,,,,,
149,2,3,2,2,4,,,Maggiano's,Panera bread,Elephant Thai,Qdoba,Applebee's,2,2,1,2,1,2,2,1,3,,1,3,3,2,0,0,0,2,1,2,2,,,,,,,,7,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,2,3,4,,,
154,2,1,1,1,6,1,,Applebee's,Outback Steakhouse,Arby's,Olive Garden,Croaker Spot,2,2,2,2,2,2,2,2,2,,1,3,2,2,1,0,1,2,3,2,2,,,,,,,,7,,,,,,,,,,,,Cheerleading,,,,,,,,,,,,,,14,,,,,1,,,,,,,
160,2,7,1,1,5,4,,McDonalds,Chick Fil A,Taco Bell,,,1,1,1,3,1,2,2,1,2,,1,3,1,2,2,1,0,2,4,5,5,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,4,1,,,,,,
173,2,1,1,1,1,7,,McDonalds,Burger King,Hoss's,Perkins,Huddle House,2,1,1,3,1,2,2,1,3,,1,1,1,1,0,0,0,2,3,2,2,,,,,,5,,,Writer,,,,,,,,,,,,,,3,,,,,,9,10,,,13,14,,16,,Horseback Riding,1,,,,,,,
176,2,4,1,1,5,1,,Daddyo's,Jimmy's,New York Deli,,,1,1,1,2,1,1,1,1,1,,1,3,1,1,,,none,2,3,2,1,,,,,,,6,,,,,,,,,,,,,no children,,,,,,,,8,,,,,13,,,,,,1,,,,,,,
177,2,7,1,1,1,3,,seafood restaurants,steak,mcdonalds,wendys,burgerking,1,2,1,1,1,1,1,1,1,,1,4,1,1,none,none,none,1,2,2,2,,,,,,,,7,,,,,,5,,,,,,no children at home,,,3,,,,,,,,,,,14,15,,17,,1,,,,,,,
178,2,5,4,1,1,1,,panera,jasons deli,chilis,smoky bones,cracker barrel,2,2,3,1,1,1,1,1,2,,1,3,3,2,0,0,0,2,2,2,2,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,14,15,,,,1,,,,,,,
180,2,3,1,1,4,2,,Wendy's,McDonald's,Subway,Dominos,Panera Bread,1,2,1,2,1,2,2,1,2,,1,3,1,2,,,1,1,3,2,2,,,,,,5,,,,,,,,,,,8,,,,,,,,,,,8,,10,,,,14,,,,,3,1,2,3,4,5,,
208,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,2,7,1,1,1,1,,all visited equally,,,,,2,2,1,2,2,2,3,2,2,,2,3,3,2,0,0,0,2,4,5,2,,,,,,,,7,none of the above,,,,,,,,,,,n/a,1,,,,,,,,,,,,,,,,,music,1,,,,,,,
224,2,6,1,1,4,4,,McDonalds,Popeyes,Poppa Johns,Applebees,,1,1,1,1,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,2,7,1,1,1,1,,dominoz,india pastry,,,,2,1,1,1,1,1,1,1,1,,1,2,3,2,1,0,0,1,1,1,1,,,,,,,6,,,,,,,5,,,8,9,10,,,,3,,,,,,,,,,13,14,15,16,17,,2,1,,,,,6,
243,2,5,,,4,,,Panera Bread,Eileen's Fredericksburg,Brock's Fredericksburg,McDonalds anywhere,Cracker Barrel,1,2,2,1,1,2,2,1,3,"Good service (efficient, & quick for the type place)",1,3,3,2,0,0,0,2,4,2,1,,,,,,,,7,Retired Mathematician,,,,,,,,,,,none,1,,,,5,6,,8,,,,,,14,,16,,YMCA classes,1,,,,,,,
244,2,1,1,4,3,3,,chick fil a,chipotle,panera,taco bell,ricos,2,1,1,2,1,1,1,1,2,,1,1,3,2,0,1,0,2,2,2,2,,,,,,5,,,student,1,,3,,,,,8,,,,1,,,,,6,,,,,,,,14,15,16,,,2,1,,,4,,,
251,2,3,1,1,1,5,,none,,,,,1,2,1,3,1,1,3,2,3,,2,3,2,3,0,0,0,2,3,2,4,,,,3,,,,,damaged,,,,,,,,,,,none,,,,,,,,8,,,,,,,,,,none,2,1,2,,,5,,
252,2,7,1,1,2,1,don't work full time,Casa Grande Broad Street,Subway Midlothian Tnpk,,,,2,3,1,1,1,1,1,1,5,,1,3,1,1,0,0,0,1,2,2,2,,,,,,,6,,Pet care,,,,,,,,,,,no children,1,,,,,6,,8,,,,,,,,,,,5,,,,,5,,
24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2,5,5,1,1,1,,applebees,chilis,ruby tuesdays,fridays,chipotle,1,2,2,2,1,1,2,1,2,,2,3,3,2,0,0,1,2,3,2,2,,,,,,,,7,,1,,3,,5,6,,8,,10,,1,2,3,,5,,7,8,9,10,11,,,14,15,16,17,,2,1,,,4,5,,
28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2,2,1,4,5,3,,Wendys,Mcdonalds,Burger King,T.G.I.Fridays,Golden Corral,2,2,1,1,1,1,2,2,2,,1,1,1,1,1,,,3,1,5,2,,,,,4,,,,Fast food,,,,,,,,,,,,,,3,,,,,,,,,,,14,,,,,1,,,,,,,
41,2,3,4,3,,,,don papa grande,outback,buffalo wild wings,applebees,,3,2,1,1,1,2,1,2,3,,1,3,2,2,,01/13/2014,,3,3,2,1,,,,,,,,7,,,,3,,5,6,,8,,10,,,2,3,,,,,,,,,12,13,14,,,,,2,1,,,,,,
42,2,7,6,1,1,1,,Panera,Texas Roadhouse,Red Robin,Plaza Azteca,China Taste,2,2,1,1,2,2,2,2,2,,1,2,2,2,1,0,0,1,4,2,1,,,,,,5,,,,1,,,,,,,,9,,art,1,,,,5,,,,,,,,13,,15,,17,soccer,2,1,2,3,,5,,
48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2,3,1,1,1,5,,Mcdonalds,hardees,5 guys,chipotle,07/11/2014,1,2,1,3,1,1,2,3,3,,2,1,1,1,0,2,0,2,4,1,2,,,,,,,,7,,,,,,,,,8,,,,1,,,,,,,,9,,,,,,,,,,3,1,2,,4,5,,
60,2,4,1,3,,2,,Muddy Buck,Taco Bell,Stage Coach Saloon,Wendys,McDonalds,2,1,1,4,1,1,2,2,2,,1,3,1,1,0,0,0,3,3,1,3,,,,,,,,7,Caregiver,,,,,,,,,,,N/A,1,,,,,6,,,,,,,13,14,,16,,attending fundraisers,1,,,,,,,
62,2,2,4,1,4,1,,Champps,Frank's Italian,Chianti,Arby's,Deep Run Roadhouse,2,2,1,5,1,2,2,2,3,,1,3,1,1,0,0,0,2,4,2,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,16,,,2,,2,,4,5,,
73,2,3,5,1,2,3,,Hardees',Chef Lee,Dairy Queen,,,1,1,1,3,1,2,2,1,3,,2,3,2,2,0,0,0,2,2,3,3,,,,,,,,7,Web design / architecture,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,Reading,3,1,,,4,,,
82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,2,7,7,7,1,3,,Red Lobster,,,,,2,1,1,2,1,1,1,1,2,,1,3,1,2,0,1,0,3,2,2,2,,,,,,,6,,,,,,,5,,,8,,,,,,,,,,,8,9,10,,,,14,,,17,,5,,,,,,6,
94,2,4,1,1,1,5,,babes,galaly,,,,1,2,1,2,2,2,2,2,1,,1,3,1,1,0,0,0,2,4,2,2,na,,,,4,,,,,,,,,,6,,,,,,,,,,,6,,,,,,,,,,,,,1,,,,,,,
104,2,1,1,1,5,2,,mcdonalds,wendys,hardees,ruby tuesdays,applebees,1,1,1,1,1,1,1,1,,,1,2,1,1,1,0,0,3,1,2,2,,,,,,,,7,,,,,,,,7,,9,,,,,3,,5,,,,,,,,,,,,,,2,1,,,,,6,
111,2,2,6,1,1,1,,Ruby Tuesday,Pinos,,,,3,2,2,3,1,1,1,1,3,,1,3,3,2,1,,1,3,4,3,2,,,,,,5,,,,,,,,5,,,,,,Girl Scouts,,,,,,,,,,,,,,,,,17,Working Out at the YMCA,2,,,,,,6,Mailed to me
112,2,4,1,1,,1,,N/A,N/A,N/A,N/A,N/A,1,1,1,1,1,1,2,2,3,,1,3,2,1,None,None,None,2,3,2,1,,,,,,,6,,unemployed,,,,,,,,,,,N/A,,,,,,,,,,,,12,,,15,,,,1,,,,,,,
115,2,3,1,2,5,1,,Bo jangles,sonic,longhorn steakhouse,cheese cake factory,denny's,2,1,1,1,1,1,1,1,1,,2,3,2,2,0,0,0,2,2,1,2,,,,,,,,7,nurse assistant,,,,,,,,,,,,,,,,,6,7,8,9,10,,,,,,,,"Reading,",2,1,,,4,,6,
119,2,4,3,2,2,1,,arbys,mcdonmalds,panera,,,1,1,2,2,1,1,1,2,2,,1,2,2,2,1,1,2,1,1,2,2,,,,,,,6,,,,,,4,5,,,,,,,,2,3,,,,,,,,,,,,,,,,5,1,2,,,,,
123,2,4,1,1,2,4,,Tazikis,Tripps,Leo's Pizza,,,1,1,1,3,1,1,2,1,3,,1,2,2,2,1,0,0,1,2,2,4,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,1,,,,,,,
129,2,7,1,1,1,1,,sheetz,pepicelli pizza,Burger king,hardees,mc dondale,2,2,1,1,1,2,2,2,2,,1,4,1,1,0,0,0,2,3,2,2,,,,,,,6,,retired,,,,,,,,,,,no child,,,,,,,,,9,,,,,14,,,,walking,2,1,,,4,,,
132,2,4,1,1,4,4,,Mcdonalds,Chick-fil-a,Calabash,,,2,2,1,1,1,2,2,2,3,,1,1,1,1,0,0,0,2,3,2,2,,,,,,,6,,student,,,,,,,,,,,dont hAVE KIDS,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,,,2,,2,,,,,
152,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,2,7,1,1,1,1,,,,,,,3,3,3,3,3,3,3,3,3,,1,3,1,1,,,,2,2,2,1,,,,,,,6,,housekeep,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,walk,5,,2,,,,,
163,2,6,1,1,3,1,,burger king,McDonnell's,Arby's,hardies,,2,2,2,3,2,3,4,2,5,,2,4,2,1,0,0,0,2,2,3,2,,,,,,5,,,retired,,,,,,,,,,,none,,,,,,,,8,,,,,,,,,,quilting,1,,,,,,,
168,2,2,2,1,5,1,,mcdonalds,wendys,kfc,applebees,burger king,4,1,1,4,1,3,3,1,4,,1,1,1,2,2,0,0,3,2,3,3,,,,,,,6,,,,2,,,,,,,,,,,,3,,,,,,,,,,,14,,,,,2,1,2,,4,,,
170,2,6,2,1,2,1,,Nino's Pizza,McDonald's,Taco Bell,KFC,BugerKing,3,2,1,2,1,2,3,1,2,,1,2,1,2,0,0,2,2,3,2,3,,,,,,,6,,,,,,,,,,,,,no children,,,,,,,,8,,,,,,,,,,Macrame,1,,,,,,,
175,2,3,1,1,6,1,,"cold harbor restaurant, mechanicsville, va","le patron mechanicsville, va","nicks mechanicsville, va","annas mechanicsville, va","awful arthurs mechanicsville, va",2,1,1,3,1,2,2,2,1,,1,4,3,2,0,0,0,1,4,4,2,none,,,,,,6,,retired,,,,,,,,,,,none,1,,,,,,,,,,,,,14,,,,quilting,2,1,,,4,5,,
179,2,2,6,1,1,1,,McDonald's,Bojangles,Arby's,,,2,2,1,2,2,1,2,1,1,,1,3,1,2,1,,,2,2,2,2,,,,,,,,7,Mail Clerk,,,,,5,6,,8,9,,,1,2,3,,,,,,,,,,,14,,,,,5,1,2,3,4,5,,
182,2,7,,,,,,mcdonald,,chick fila,popeyes,olive garden,6,,1,,2,,1,6,,,2,4,3,3,,,,1,,1,5,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,church,5,,,,4,,6,
185,2,3,5,1,2,1,,Outback,Applebees,local,local,local,2,2,2,2,2,2,2,2,2,,1,3,2,1,0,0,0,2,4,2,2,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,none,2,,,3,,,,
190,2,7,1,1,1,2,,taco bell,cicis pizza,mcdonalds,dennys,little caesars pizza,2,1,1,2,1,1,1,1,3,,1,2,1,1,1,2,0,1,4,,3,,,,3,,,,,home health aid,,,,,,,,8,,10,,,,,,,,,,,,,,,,15,,17,,1,,,,,,,
191,2,3,6,1,1,1,,Ruby Tuesday,Applebees,Olive Garden,McDonald's,Chick-Fil-A,3,2,2,2,1,1,2,1,3,,1,3,1,1,2,0,1,1,3,2,2,,,,,,,,7,Copy Center Manager,,,,,,6,,8,,,Basketball,,,,,,,,,,,,,,14,,,17,walking,2,,,,4,,6,Mail
200,2,4,1,1,3,1,,,,,,,4,,3,3,1,1,1,1,1,,1,2,1,1,,1,,2,4,2,2,,,,,,5,,,transportation,,,,,,,,,,,band,,,,,,,,,,,,,,,15,,,dancing,1,,,,,,,
218,2,5,1,1,3,2,,outback,chinese,applebees,,,2,2,2,2,2,2,2,2,3,,1,2,2,2,0,0,0,3,3,2,2,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,2,,2,,,,,
226,2,6,1,1,3,1,,arbys,bob evans,chick fil a,subway,Mc donalds,1,1,1,2,1,2,2,1,2,drive thru,1,4,2,3,0,0,0,2,4,1,2,,,,,,,6,,retired,,,,,,,,,,,,,,,,,,,8,,,,,,14,,,,thrifting,2,1,2,3,,,,
228,2,6,1,1,2,2,,Applebees,Cracker Barrel,Yen Ching,Crazy Greek,Chili's,2,2,2,3,1,1,1,1,3,,1,4,2,1,0,0,0,2,3,2,3,,,,,,,,7,Retired,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,water aerobics,2,1,,3,,,,
242,2,4,2,1,4,1,,hardee,mcdonald,chick filet,wendy,denny,2,2,1,4,2,2,2,2,4,,1,4,2,2,0,0,2,3,4,3,3,,,,,,,,7,family therapist,,2,3,,,,7,8,,,,1,,,,,6,,8,9,10,,,,14,,16,,,4,1,,,,,6,
245,2,2,4,3,3,1,,La Pariesienne,The Daily Grill,Akida,Banditos,On the Rox,2,2,1,1,1,2,3,1,1,,2,2,2,1,0,0,0,1,1,2,2,,1,,,,,,,,,,,,,,,,,,,1,,,,5,,,,,,,,,14,15,16,,,2,1,,3,,,,
249,2,6,1,1,1,3,,McDonald's,Herb Cottage,Pinara,Ruby Tuesday,Wendy's,2,1,2,2,1,2,2,1,2,,1,4,2,1,0,0,0,2,4,2,2,,,,,,5,,,Retired,,,,,,,,,,,,1,,3,,,,,8,,,,,,14,15,16,17,Movies,2,,,3,,,6,
265,2,2,1,1,4,2,,Chinese,Don Papa Grande,Cafeteria,Subway,Subway,1,1,1,1,1,1,1,1,1,,1,3,1,1,0,0,0,2,3,3,2,,,,,,,6,,semi retired,,,,,,,,,,,none,1,,,,,,,8,,10,11,,,14,,,,,2,1,,3,,,6,gift cards given to me by friends
4,2,5,5,1,1,2,,Casa Grande,Chic-fila,Jade,Texas Roadhouse,Plaza Ateza,1,2,1,2,1,1,1,1,1,,1,3,2,1,,,,1,3,3,2,,,,,,,,7,,,,,,,,7,8,,10,,,,,,,,,,,,,,,,15,,,,3,1,2,,4,,,
10,2,7,1,1,1,1,,Buffalo Wild Wings,Mexican,Sonic,Marios,Mcds,1,1,1,2,1,1,1,1,3,,1,1,1,2,1,0,4,2,2,5,3,,,,,,,,7,,,,,,,,,,,,Baseball,,,,,,,,,9,,,,,,15,,,Volleyball,1,,,,,,,
20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2,5,2,1,2,2,,Olive Garden,Bulls,McDonalds,,,1,1,1,3,1,1,1,1,3,,1,2,2,1,non,none,none,1,4,3,2,,,,,,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,3,,2,3,4,5,,
22,2,3,5,1,2,1,,wendys,arbys,simons cafe food cart,christophers run away gourmet food cart,mcdonalds,1,2,2,3,1,2,3,2,2,,1,2,2,2,2,0,0,2,4,2,2,,,,,,,,7,administrative assistant,,2,,,,,,,,,basketball,,,,4,,,,,,10,,,,14,,,17,,2,1,,,4,,,
25,2,6,5,3,2,3,,n/a,n/a,n/a,n/a,n/a,3,4,2,1,1,2,2,1,3,,2,1,2,1,0,0,0,1,4,2,1,,,,,,,,7,,,,,,,,,,,,,1,,,,5,6,,,,,11,,,,,,,,1,,,,,,,
30,2,2,1,1,1,1,,Hardees,Arbys,,,,1,1,1,5,1,1,1,1,3,,1,3,1,2,0,0,0,2,2,1,2,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,2,,,,,,6,
34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2,6,1,1,3,1,,Olive Garden,Lings Island,Charleys,Country Cooking,Weindy'sAr,2,2,2,1,1,2,1,1,2,Clean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2,6,1,1,2,2,,McDonald's,Wendy's,Olive Garden,Golden Corral,Arby's,1,1,1,2,1,1,1,1,3,,1,4,1,1,0,0,0,1,2,1,2,,1,,,,,,,Retired,,,,,,,,,,,,1,,,,,,,8,,,,,,14,,,,,2,1,2,,4,,6,
51,2,5,2,1,2,2,,Don Pedros,Chilis,Sticky Rice,Bo Dillaz,Penny Lane,2,2,2,2,1,2,2,2,2,,1,3,3,2,0,2,1,2,3,2,2,,,,,,5,,,minister,,,,,,,,8,9,,,1,,,,,,,,,,,,,14,,16,,zumba,3,1,2,,,,,
59,2,6,5,6,6,5,,mcdonalds,hardees,,,,1,2,2,2,1,1,2,2,2,,2,2,1,1,2,0,0,1,2,2,2,,,,,,5,,,,1,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,4,,2,3,,,,
63,2,6,1,1,2,3,,panera,ruby tuesday,fridays,crazy greek,bonefish,3,1,1,1,1,1,1,1,2,,1,4,2,1,0,0,4,2,4,2,1,,,,,,,6,,,,,,,,,,,,,Don`t have children living at home,,,,,,6,,,9,,11,12,,,,,,,5,1,2,3,,5,,
64,2,7,1,1,4,2,,McDonalds,Papa Johns,Popeys,Taco Bells,KFC,1,1,1,2,1,1,1,1,2,,1,3,1,2,3,0,0,2,4,2,2,,,,,,,6,,,1,,,,,,,,,,,,,,,,,,,,,,,,14,,,17,,2,1,2,,4,5,,
65,2,6,6,6,2,1,,;LKJB,;;lhbdsDBJ;SD,jbiks;,euoibe,bkj;s,2,1,1,1,1,2,2,2,3,,2,2,2,2,0,1,0,2,3,2,2,,,,,,,,7,sercuity,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,2,,,,,
